Ticker,Name,Exchange,Category Name,Country
AUY,Yamana Gold Inc.,NYQ,Gold,USA
ASH,Ashland Global Holdings Inc.,NYQ,Chemicals - Major Diversified,USA
ABM,ABM Industries Incorporated,NYQ,Business Services,USA
ATO,Atmos Energy Corporation,NYQ,Gas Utilities,USA
AON,Aon plc,NYQ,Insurance Brokers,USA
ADC,Agree Realty Corporation,NYQ,Property Management,USA
APU,"AmeriGas Partners, L.P.",NYQ,Gas Utilities,USA
ADS,Alliance Data Systems Corporation,NYQ,Business Services,USA
AYI,"Acuity Brands, Inc.",NYQ,Diversified Electronics,USA
AMT,American Tower Corporation,NYQ,REIT - Diversified,USA
ACM,AECOM,NYQ,Technical Services,USA
ARW,"Arrow Electronics, Inc.",NYQ,Electronics Wholesale,USA
ARI,"Apollo Commercial Real Estate Finance, Inc.",NYQ,REIT - Diversified,USA
AR,Antero Resources Corporation,NYQ,Oil & Gas Drilling & Exploration,USA
AMC,"AMC Entertainment Holdings, Inc.",NYQ,"Movie Production, Theaters",USA
AL,Air Lease Corporation,NYQ,Rental & Leasing Services,USA
AAN,"Aaron's, Inc.",NYQ,Rental & Leasing Services,USA
WTR,"Aqua America, Inc.",NYQ,Water Utilities,USA
BAH,Booz Allen Hamilton Holding Corporation,NYQ,Management Services,USA
AVT,"Avnet, Inc.",NYQ,Electronics Wholesale,USA
ALB,Albemarle Corporation,NYQ,Specialty Chemicals,USA
AIZ,"Assurant, Inc.",NYQ,Accident & Health Insurance,USA
SAIC,Science Applications International Corporation,NYQ,Information Technology Services,USA
AU,AngloGold Ashanti Limited,NYQ,Gold,USA
APH,Amphenol Corporation,NYQ,Diversified Electronics,USA
AMX,"América Móvil, S.A.B. de C.V.",NYQ,Wireless Communications,USA
AI,Arlington Asset Investment Corp.,NYQ,Mortgage Investment,USA
WMC,Western Asset Mortgage Capital Corporation,NYQ,Mortgage Investment,USA
ACH,Aluminum Corporation Of China Limited,NYQ,Aluminum,USA
Y,Alleghany Corporation,NYQ,Property & Casualty Insurance,USA
VJET,Voxeljet AG,NYQ,Computer Peripherals,USA
OA,"Orbital ATK, Inc.",NYQ,Aerospace/Defense Products & Services,USA
APTS,"Preferred Apartment Communities, Inc.",NYQ,REIT - Residential,USA
APO,"Apollo Global Management, LLC",NYQ,Diversified Investments,USA
ALG,Alamo Group Inc.,NYQ,Farm & Construction Machinery,USA
AHC,A.H. Belo Corporation,NYQ,Publishing - Newspapers,USA
RBA,Ritchie Bros. Auctioneers Incorporated,NYQ,Business Services,USA
MAA,"Mid-America Apartment Communities, Inc.",NYQ,REIT - Residential,USA
BAM,Brookfield Asset Management Inc.,NYQ,Real Estate Development,USA
AT,Atlantic Power Corporation,NYQ,Electric Utilities,USA
ASX,"Advanced Semiconductor Engineering, Inc.",NYQ,Semiconductor Equipment & Materials,USA
ARCO,Arcos Dorados Holdings Inc.,NYQ,Restaurants,USA
ANET,"Arista Networks, Inc.",NYQ,Diversified Computer Systems,USA
AIR,AAR Corp.,NYQ,Aerospace/Defense Products & Services,USA
AF,Astoria Financial Corporation,NYQ,Savings & Loans,USA
WAB,Westinghouse Air Brake Technologies Corporation,NYQ,Railroads,USA
RS,Reliance Steel & Aluminum Co.,NYQ,Steel & Iron,USA
PKG,Packaging Corporation of America,NYQ,Packaging & Containers,USA
AVA,Avista Corporation,NYQ,Diversified Utilities,USA
AMG,"Affiliated Managers Group, Inc.",NYQ,Asset Management,USA
ALSN,"Allison Transmission Holdings, Inc.",NYQ,Auto Parts,USA
AGO,Assured Guaranty Ltd.,NYQ,Surety & Title Insurance,USA
ROK,Rockwell Automation Inc.,NYQ,Diversified Machinery,USA
AZZ,AZZ Inc.,NYQ,Diversified Machinery,USA
ARMK,Aramark,NYQ,Specialty Eateries,USA
AOS,A. O. Smith Corporation,NYQ,Industrial Electrical Equipment,USA
ANFI,Amira Nature Foods Ltd.,NYQ,Food - Major Diversified,USA
AMID,"American Midstream Partners, LP",NYQ,Oil & Gas Pipelines,USA
ALE,"ALLETE, Inc.",NYQ,Diversified Utilities,USA
AHT,"Ashford Hospitality Trust, Inc.",NYQ,REIT - Hotel/Motel,USA
ABB,ABB Ltd,NYQ,Diversified Machinery,USA
SPR,"Spirit AeroSystems Holdings, Inc.",NYQ,Aerospace/Defense Products & Services,USA
SEE,Sealed Air Corporation,NYQ,Packaging & Containers,USA
DLPH,Delphi Automotive PLC,NYQ,Auto Parts,USA
CBL,"CBL & Associates Properties, Inc.",NYQ,REIT - Retail,USA
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",NYQ,Foreign Regional Banks,USA
AYR,Aircastle Limited,NYQ,Rental & Leasing Services,USA
ALEX,"Alexander & Baldwin, Inc.",NYQ,Real Estate Development,USA
WMS,"Advanced Drainage Systems, Inc.",NYQ,Rubber & Plastics,USA
PAG,"Penske Automotive Group, Inc.",NYQ,Auto Dealerships,USA
ETH,Ethan Allen Interiors Inc.,NYQ,Home Furnishings & Fixtures,USA
AXE,Anixter International Inc.,NYQ,Industrial Equipment Wholesale,USA
AMH,American Homes 4 Rent,NYQ,REIT - Residential,USA
AME,"AMETEK, Inc.",NYQ,Diversified Machinery,USA
AJG,Arthur J. Gallagher & Co.,NYQ,Insurance Brokers,USA
AGCO,AGCO Corporation,NYQ,Farm & Construction Machinery,USA
ACRE,Ares Commercial Real Estate Corporation,NYQ,REIT - Diversified,USA
WAL,Western Alliance Bancorporation,NYQ,Regional - Pacific Banks,USA
SYT,Syngenta AG,NYQ,Agricultural Chemicals,USA
HTA,"Healthcare Trust of America, Inc.",NYQ,REIT - Healthcare Facilities,USA
ATU,Actuant Corporation,NYQ,Diversified Machinery,USA
ARE,"Alexandria Real Estate Equities, Inc.",NYQ,REIT - Office,USA
ALR,Alere Inc.,NYQ,Medical Laboratories & Research,USA
AIN,Albany International Corp.,NYQ,Textile Industrial,USA
AHL,Aspen Insurance Holdings Limited,NYQ,Property & Casualty Insurance,USA
AGX,"Argan, Inc.",NYQ,Heavy Construction,USA
ABG,"Asbury Automotive Group, Inc.",NYQ,Auto Dealerships,USA
ZX,China Zenix Auto International Limited,NYQ,Auto Parts,USA
KS,KapStone Paper and Packaging Corporation,NYQ,Paper & Paper Products,USA
GPI,"Group 1 Automotive, Inc.",NYQ,Auto Dealerships,USA
AXTA,Axalta Coating Systems Ltd.,NYQ,Specialty Chemicals,USA
AWR,American States Water Company,NYQ,Water Utilities,USA
AWI,"Armstrong World Industries, Inc.",NYQ,General Building Materials,USA
AUO,AU Optronics Corp.,NYQ,Semiconductor - Broad Line,USA
ATHM,Autohome Inc.,NYQ,Internet Information Providers,USA
ANH,Anworth Mortgage Asset Corporation,NYQ,REIT - Diversified,USA
ALX,"Alexander's, Inc.",NYQ,REIT - Retail,USA
AGI,Alamos Gold Inc.,NYQ,Gold,USA
AER,AerCap Holdings N.V.,NYQ,"Air Services, Other",USA
ODC,Oil-Dri Corporation of America,NYQ,Specialty Chemicals,USA
NAO,Nordic American Offshore Ltd.,NYQ,Shipping,USA
KAR,"KAR Auction Services, Inc.",NYQ,"Specialty Retail, Other",USA
HIVE,"Aerohive Networks, Inc.",NYQ,Communication Equipment,USA
FMS,Fresenius Medical Care AG & Co. KGAA,NYQ,Specialized Health Services,USA
CXW,"CoreCivic, Inc.",NYQ,REIT - Diversified,USA
AXS,AXIS Capital Holdings Limited,NYQ,Property & Casualty Insurance,USA
AXL,"American Axle & Manufacturing Holdings, Inc.",NYQ,Auto Parts,USA
ASGN,"On Assignment, Inc.",NYQ,Staffing & Outsourcing Services,USA
ALDW,"Alon USA Partners, LP",NYQ,Oil & Gas Refining & Marketing,USA
AIT,"Applied Industrial Technologies, Inc.",NYQ,Industrial Equipment Wholesale,USA
AEL,American Equity Investment Life Holding Company,NYQ,Life Insurance,USA
ACCO,ACCO Brands Corporation,NYQ,Office Supplies,USA
RPAI,"Retail Properties of America, Inc.",NYQ,REIT - Retail,USA
AP,Ampco-Pittsburgh Corporation,NYQ,Diversified Machinery,USA
AM,Antero Midstream Partners LP,NYQ,Oil & Gas Pipelines,USA
ALV,"Autoliv, Inc.",NYQ,Auto Parts,USA
AKR,Acadia Realty Trust,NYQ,Property Management,USA
SAH,"Sonic Automotive, Inc.",NYQ,Auto Dealerships,USA
ASB,Associated Banc-Corp,NYQ,Regional - Midwest Banks,USA
AHP,"Ashford Hospitality Prime, Inc.",NYQ,REIT - Hotel/Motel,USA
STAY,"Extended Stay America, Inc.",NYQ,Lodging,USA
RGA,"Reinsurance Group of America, Incorporated",NYQ,Life Insurance,USA
CEA,China Eastern Airlines Corporation Limited,NYQ,Major Airlines,USA
AXR,AMREP Corporation,NYQ,Business Services,USA
AVD,American Vanguard Corporation,NYQ,Agricultural Chemicals,USA
ARC,"ARC Document Solutions, Inc.",NYQ,Business Services,USA
AOI,"Alliance One International, Inc.",NYQ,"Tobacco Products, Other",USA
ALLY,Ally Financial Inc.,NYQ,Mortgage Investment,USA
ABR,"Arbor Realty Trust, Inc.",NYQ,REIT - Diversified,USA
MITT,"AG Mortgage Investment Trust, Inc.",NYQ,REIT - Diversified,USA
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",NYQ,REIT - Diversified,USA
GOL,GOL Linhas AÃ©reas Inteligentes S.A.,NYQ,Regional Airlines,USA
GIL,Gildan Activewear Inc.,NYQ,Textile - Apparel Clothing,USA
ATTO,Atento S.A.,NYQ,Business Services,USA
ATR,"AptarGroup, Inc.",NYQ,Packaging & Containers,USA
ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",NYQ,"Air Services, Other",USA
ASC,Ardmore Shipping Corporation,NYQ,Shipping,USA
AAV,Advantage Oil & Gas Ltd.,NYQ,Oil & Gas Drilling & Exploration,USA
AAT,"American Assets Trust, Inc.",NYQ,REIT - Retail,USA
ZNH,China Southern Airlines Company Limited,NYQ,Major Airlines,USA
LNT,Alliant Energy Corporation,NYQ,Electric Utilities,USA
FAF,First American Financial Corporation,NYQ,Property & Casualty Insurance,USA
FAC,First Acceptance Corporation,NYQ,Accident & Health Insurance,USA
BETR,"Amplify Snack Brands, Inc.",NYQ,Food - Major Diversified,USA
ATV,"Acorn International, Inc.",NYQ,Catalog & Mail Order Houses,USA
AFG,"American Financial Group, Inc.",NYQ,Property & Casualty Insurance,USA
WAIR,"Wesco Aircraft Holdings, Inc.",NYQ,Industrial Equipment Wholesale,USA
RESI,Altisource Residential Corporation,NYQ,REIT - Residential,USA
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,NYQ,Property Management,USA
ALLE,Allegion plc,NYQ,Security & Protection Services,USA
AJRD,"Aerojet Rocketdyne Holdings, Inc.",NYQ,Aerospace/Defense - Major Diversified,USA
AHH,"Armada Hoffler Properties, Inc.",NYQ,REIT - Diversified,USA
AGM,Federal Agricultural Mortgage Corporation,NYQ,Credit Services,USA
TEO,Telecom Argentina S.A.,NYQ,Diversified Communication Services,USA
NOA,North American Energy Partners Inc.,NYQ,Oil & Gas Equipment & Services,USA
CGA,"China Green Agriculture, Inc.",NYQ,Agricultural Chemicals,USA
ATEN,"A10 Networks, Inc.",NYQ,Communication Equipment,USA
ARCX,Arc Logistics Partners LP,NYQ,Oil & Gas Pipelines,USA
ANW,Aegean Marine Petroleum Network Inc.,NYQ,Major Integrated Oil & Gas,USA
ACC,"American Campus Communities, Inc.",NYQ,REIT - Residential,USA
REX,REX American Resources Corporation,NYQ,Conglomerates,USA
PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",NYQ,"Air Services, Other",USA
NNA,Navios Maritime Acquisition Corporation,NYQ,Shipping,USA
BTI,British American Tobacco p.l.c.,NYQ,Cigarettes,USA
AVX,AVX Corporation,NYQ,Diversified Electronics,USA
ARES,"Ares Management, L.P.",NYQ,Asset Management,USA
AMRC,"Ameresco, Inc.",NYQ,Technical Services,USA
AAC,"AAC Holdings, Inc.",NYQ,Specialized Health Services,USA
VLRS,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V.",NYQ,Major Airlines,USA
EVTC,"EVERTEC, Inc.",NYQ,Business Software & Services,USA
AMBR,"Amber Road, Inc.",NYQ,Application Software,USA
AGRO,Adecoagro S.A.,NYQ,Farm Products,USA
ADX,"Adams Diversified Equity Fund, Inc.",NYQ,Closed-End Fund - Equity,USA
TKC,Turkcell Iletisim Hizmetleri A.S.,NYQ,Wireless Communications,USA
PEO,"Adams Natural Resources Fund, Inc.",NYQ,Closed-End Fund - Equity,USA
NADL,North Atlantic Drilling Ltd.,NYQ,Oil & Gas Drilling & Exploration,USA
GAM,"General American Investors Company, Inc.",NYQ,Closed-End Fund - Equity,USA
ASA,ASA Gold and Precious Metals Limited,NYQ,Asset Management,USA
RYAM,Rayonier Advanced Materials Inc.,NYQ,Chemicals - Major Diversified,USA
AXON,Axovant Sciences Ltd.,NYQ,Biotechnology,USA
APAM,Artisan Partners Asset Management Inc.,NYQ,Asset Management,USA
JAX,"J. Alexander's Holdings, Inc.",NYQ,Restaurants,USA
ARL,"American Realty Investors, Inc.",NYQ,Property Management,USA
FTAI,Fortress Transportation and Infrastructure Investors LLC,NYQ,Rental & Leasing Services,USA
AKO-A,Embotelladora Andina S.A.,NYQ,Beverages - Soft Drinks,USA
AJX,Great Ajax Corp,NYQ,REIT - Diversified,USA
PHX,Panhandle Oil and Gas Inc.,NYQ,Independent Oil & Gas,USA
BRSS,"Global Brass and Copper Holdings, Inc.",NYQ,Metal Fabrication,USA
PZE,Petrobras Argentina S.A.,NYQ,Major Integrated Oil & Gas,USA
NORD,"Nord Anglia Education, Inc.",NYQ,Education & Training Services,USA
MOG-A,Moog Inc.,NYQ,Aerospace/Defense Products & Services,USA
ASPN,"Aspen Aerogels, Inc.",NYQ,General Building Materials,USA
AKO-B,Embotelladora Andina S.A.,NYQ,Beverages - Soft Drinks,USA
GTN-A,"Gray Television, Inc.",NYQ,Broadcasting - TV,USA
BA,The Boeing Company,NYQ,Aerospace/Defense Products & Services,USA
IBM,International Business Machines Corporation,NYQ,Information Technology Services,USA
BP,BP p.l.c.,NYQ,Major Integrated Oil & Gas,USA
BAX,Baxter International Inc.,NYQ,Medical Instruments & Supplies,USA
BRK-A,Berkshire Hathaway Inc.,NYQ,Property & Casualty Insurance,USA
BBY,"Best Buy Co., Inc.",NYQ,Electronics Stores,USA
BX,The Blackstone Group L.P.,NYQ,Asset Management,USA
BSX,Boston Scientific Corporation,NYQ,Medical Appliances & Equipment,USA
BMY,Bristol-Myers Squibb Company,NYQ,Drug Manufacturers - Major,USA
USB,U.S. Bancorp,NYQ,Regional - Midwest Banks,USA
BLK,"BlackRock, Inc.",NYQ,Asset Management,USA
YUM,"Yum! Brands, Inc.",NYQ,Restaurants,USA
BTU,Peabody Energy Corporation,NYQ,Industrial Metals & Minerals,USA
BK,The Bank of New York Mellon Corporation,NYQ,Asset Management,USA
ZBH,"Zimmer Biomet Holdings, Inc.",NYQ,Medical Appliances & Equipment,USA
BHP,BHP Billiton Limited,NYQ,Industrial Metals & Minerals,USA
BEN,"Franklin Resources, Inc.",NYQ,Asset Management,USA
LB,"L Brands, Inc.",NYQ,Apparel Stores,USA
BMO,Bank of Montreal,NYQ,Money Center Banks,USA
BBT,BB&T Corporation,NYQ,Regional - Southeast Banks,USA
BPT,BP Prudhoe Bay Royalty Trust,NYQ,Oil & Gas Refining & Marketing,USA
BKS,"Barnes & Noble, Inc.",NYQ,"Specialty Retail, Other",USA
HRB,"H&R Block, Inc.",NYQ,Personal Services,USA
STI,"SunTrust Banks, Inc.",NYQ,Money Center Banks,USA
TAP,Molson Coors Brewing Company,NYQ,Beverages - Brewers,USA
BITA,Bitauto Holdings Limited,NYQ,Internet Information Providers,USA
BCS,Barclays PLC,NYQ,Foreign Money Center Banks,USA
TD,The Toronto-Dominion Bank,NYQ,Money Center Banks,USA
MTB,M&T Bank Corporation,NYQ,Regional - Northeast Banks,USA
BXP,"Boston Properties, Inc.",NYQ,REIT - Office,USA
RY,Royal Bank of Canada,NYQ,Money Center Banks,USA
BCR,"C. R. Bard, Inc.",NYQ,Medical Instruments & Supplies,USA
BCE,BCE Inc.,NYQ,Telecom Services - Domestic,USA
SWK,"Stanley Black & Decker, Inc.",NYQ,Machine Tools & Accessories,USA
B,Barnes Group Inc.,NYQ,Industrial Equipment & Components,USA
BWA,BorgWarner Inc.,NYQ,Auto Parts,USA
BLL,Ball Corporation,NYQ,Packaging & Containers,USA
TOL,"Toll Brothers, Inc.",NYQ,Residential Construction,USA
SAM,"The Boston Beer Company, Inc.",NYQ,Beverages - Brewers,USA
BOX,"Box, Inc.",NYQ,Application Software,USA
BC,Brunswick Corporation,NYQ,"Recreational Goods, Other",USA
PBI,Pitney Bowes Inc.,NYQ,Business Equipment,USA
CBB,Cincinnati Bell Inc.,NYQ,Telecom Services - Domestic,USA
BKE,"The Buckle, Inc.",NYQ,Apparel Stores,USA
BGS,"B&G Foods, Inc.",NYQ,Processed & Packaged Goods,USA
BCEI,Bonanza Creek Energy Inc.,NYQ,Independent Oil & Gas,USA
BBG,Bill Barrett Corporation,NYQ,Oil & Gas Drilling & Exploration,USA
CM,Canadian Imperial Bank of Commerce,NYQ,Money Center Banks,USA
BBL,BHP Billiton plc,NYQ,Industrial Metals & Minerals,USA
TUP,Tupperware Brands Corporation,NYQ,Packaging & Containers,USA
SB,"Safe Bulkers, Inc.",NYQ,Shipping,USA
BG,Bunge Limited,NYQ,Farm Products,USA
BRS,Bristow Group Inc.,NYQ,Oil & Gas Equipment & Services,USA
BGC,General Cable Corporation,NYQ,Industrial Equipment & Components,USA
NCS,"NCI Building Systems, Inc.",NYQ,General Building Materials,USA
BBD,Banco Bradesco S.A.,NYQ,Foreign Regional Banks,USA
SAN,"Banco Santander, S.A.",NYQ,Foreign Money Center Banks,USA
EBS,Emergent BioSolutions Inc.,NYQ,Biotechnology,USA
BPL,"Buckeye Partners, L.P.",NYQ,Oil & Gas Pipelines,USA
STL,Sterling Bancorp,NYQ,Money Center Banks,USA
EAT,"Brinker International, Inc.",NYQ,Restaurants,USA
CFR,"Cullen/Frost Bankers, Inc.",NYQ,Regional - Southwest Banks,USA
BNS,The Bank of Nova Scotia,NYQ,Money Center Banks,USA
BMS,"Bemis Company, Inc.",NYQ,Packaging & Containers,USA
BAS,"Basic Energy Services, Inc.",NYQ,Oil & Gas Equipment & Services,USA
WBK,Westpac Banking Corporation,NYQ,Foreign Money Center Banks,USA
BKD,Brookdale Senior Living Inc.,NYQ,Long-Term Care Facilities,USA
BIO,"Bio-Rad Laboratories, Inc.",NYQ,Medical Laboratories & Research,USA
WRB,W. R. Berkley Corporation,NYQ,Property & Casualty Insurance,USA
VLY,Valley National Bancorp,NYQ,Regional - Northeast Banks,USA
CBI,Chicago Bridge & Iron Company N.V.,NYQ,General Contractors,USA
IBN,ICICI Bank Limited,NYQ,Money Center Banks,USA
DNB,The Dun & Bradstreet Corporation,NYQ,Information & Delivery Services,USA
BIP,Brookfield Infrastructure Partners L.P.,NYQ,Diversified Utilities,USA
BHE,"Benchmark Electronics, Inc.",NYQ,Printed Circuit Boards,USA
CBK,Christopher & Banks Corporation,NYQ,Apparel Stores,USA
BYD,Boyd Gaming Corporation,NYQ,Resorts & Casinos,USA
BR,"Broadridge Financial Solutions, Inc.",NYQ,Information & Delivery Services,USA
BMI,"Badger Meter, Inc.",NYQ,Scientific & Technical Instruments,USA
BIG,"Big Lots, Inc.",NYQ,"Discount, Variety Stores",USA
BDC,Belden Inc.,NYQ,Industrial Electrical Equipment,USA
BCO,The Brink's Company,NYQ,Security & Protection Services,USA
BAP,Credicorp Ltd.,NYQ,Money Center Banks,USA
BAK,Braskem S.A.,NYQ,Chemicals - Major Diversified,USA
RATE,"Bankrate, Inc.",NYQ,Internet Information Providers,USA
PBH,"Prestige Brands Holdings, Inc.",NYQ,Medical Appliances & Equipment,USA
BZH,"Beazer Homes USA, Inc.",NYQ,Residential Construction,USA
BSBR,Banco Santander (Brasil) S.A.,NYQ,Foreign Regional Banks,USA
BRC,Brady Corporation,NYQ,Security Software & Services,USA
SPB,"Spectrum Brands Holdings, Inc.",NYQ,Personal Products,USA
LYG,Lloyds Banking Group plc,NYQ,Foreign Money Center Banks,USA
BTE,Baytex Energy Corp.,NYQ,Independent Oil & Gas,USA
BPI,"Bridgepoint Education, Inc.",NYQ,Education & Training Services,USA
NYCB,"New York Community Bancorp, Inc.",NYQ,Savings & Loans,USA
NBHC,National Bank Holdings Corporation,NYQ,Regional - Midwest Banks,USA
BXS,"BancorpSouth, Inc.",NYQ,Regional - Southeast Banks,USA
BOH,Bank of Hawaii Corporation,NYQ,Regional - Pacific Banks,USA
BKU,"BankUnited, Inc.",NYQ,Regional - Mid-Atlantic Banks,USA
BKH,Black Hills Corporation,NYQ,Electric Utilities,USA
BH,Biglari Holdings Inc.,NYQ,Restaurants,USA
BFAM,Bright Horizons Family Solutions Inc.,NYQ,Personal Services,USA
BDN,Brandywine Realty Trust,NYQ,REIT - Diversified,USA
PSB,"PS Business Parks, Inc.",NYQ,REIT - Diversified,USA
PB,"Prosperity Bancshares, Inc.",NYQ,Regional - Southwest Banks,USA
BXE,Bellatrix Exploration Ltd.,NYQ,Independent Oil & Gas,USA
BWXT,"BWX Technologies, Inc.",NYQ,Aerospace/Defense Products & Services,USA
JBT,John Bean Technologies Corporation,NYQ,Diversified Machinery,USA
HDB,HDFC Bank Limited,NYQ,Foreign Regional Banks,USA
FBP,First Bancorp,NYQ,Foreign Regional Banks,USA
FBHS,"Fortune Brands Home & Security, Inc.",NYQ,Home Furnishings & Fixtures,USA
BWP,"Boardwalk Pipeline Partners, LP",NYQ,Oil & Gas Pipelines,USA
BURL,"Burlington Stores, Inc.",NYQ,"Discount, Variety Stores",USA
BRO,"Brown & Brown, Inc.",NYQ,Insurance Brokers,USA
BGG,Briggs & Stratton Corporation,NYQ,Diversified Machinery,USA
BCC,Boise Cascade Company,NYQ,"Lumber, Wood Production",USA
BANC,"Banc of California, Inc.",NYQ,Regional - Pacific Banks,USA
IBP,"Installed Building Products, Inc.",NYQ,General Building Materials,USA
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobras,NYQ,Electric Utilities,USA
CIB,Bancolombia S.A.,NYQ,Foreign Regional Banks,USA
CBU,"Community Bank System, Inc.",NYQ,Regional - Midwest Banks,USA
BVN,CompaÃ±Ã­a de Minas Buenaventura S.A.A.,NYQ,Industrial Metals & Minerals,USA
BORN,China New Borun Corporation,NYQ,Beverages - Brewers,USA
SJT,San Juan Basin Royalty Trust,NYQ,Independent Oil & Gas,USA
SBS,Companhia de Saneamento BÃ¡sico do Estado de SÃ£o Paulo - SABESP,NYQ,Water Utilities,USA
NX,Quanex Building Products Corporation,NYQ,General Building Materials,USA
GWB,"Great Western Bancorp, Inc.",NYQ,Money Center Banks,USA
CUDA,"Barracuda Networks, Inc.",NYQ,Communication Equipment,USA
CBD,Companhia Brasileira de Distribuição,NYQ,Grocery Stores,USA
BXMT,"Blackstone Mortgage Trust, Inc.",NYQ,REIT - Diversified,USA
BFS,Saul Centers Inc.,NYQ,REIT - Retail,USA
BFR,BBVA Banco Francés S.A.,NYQ,Foreign Regional Banks,USA
BF-B,Brown-Forman Corporation,NYQ,Beverages - Wineries & Distillers,USA
BERY,"Berry Global Group, Inc.",NYQ,Packaging & Containers,USA
SBH,"Sally Beauty Holdings, Inc.",NYQ,"Specialty Retail, Other",USA
BRX,Brixmor Property Group Inc.,NYQ,REIT - Retail,USA
BLX,"Banco Latinoamericano de Comercio Exterior, S.A",NYQ,Foreign Money Center Banks,USA
BHLB,"Berkshire Hills Bancorp, Inc.",NYQ,Savings & Loans,USA
SALT,Scorpio Bulkers Inc.,NYQ,Shipping,USA
RBC,Regal Beloit Corporation,NYQ,Diversified Machinery,USA
QSR,Restaurant Brands International Inc.,NYQ,Restaurants,USA
PBT,Permian Basin Royalty Trust,NYQ,Independent Oil & Gas,USA
BSAC,Banco Santander-Chile,NYQ,Money Center Banks,USA
BRT,BRT Apartments Corp.,NYQ,Mortgage Investment,USA
BRFS,BRF S.A.,NYQ,Meat Products,USA
BBW,"Build-A-Bear Workshop, Inc.",NYQ,Toy & Hobby Stores,USA
BBDO,Banco Bradesco S.A.,NYQ,Foreign Regional Banks,USA
FBC,"Flagstar Bancorp, Inc.",NYQ,Savings & Loans,USA
BOOT,"Boot Barn Holdings, Inc.",NYQ,Apparel Stores,USA
UBA,Urstadt Biddle Properties Inc.,NYQ,REIT - Retail,USA
OFG,OFG Bancorp,NYQ,Money Center Banks,USA
IBA,"Industrias Bachoco, S.A.B. de C.V.",NYQ,Farm Products,USA
FRC,First Republic Bank,NYQ,Money Center Banks,USA
ENZ,"Enzo Biochem, Inc.",NYQ,Medical Laboratories & Research,USA
BXC,Bluelinx Holdings Inc.,NYQ,Building Materials Wholesale,USA
BT,BT Group plc,NYQ,Diversified Communication Services,USA
BSM,"Black Stone Minerals, L.P.",NYQ,Independent Oil & Gas,USA
BID,Sotheby's,NYQ,"Specialty Retail, Other",USA
BBX,BBX Capital Corporation,NYQ,Property Management,USA
BSMX,"Grupo Financiero Santander México, S.A.B. de C.V.",NYQ,Foreign Regional Banks,USA
BMA,Banco Macro S.A.,NYQ,Foreign Regional Banks,USA
BCRH,Blue Capital Reinsurance Holdings Ltd.,NYQ,Property & Casualty Insurance,USA
VIV,Telefônica Brasil S.A.,NYQ,Wireless Communications,USA
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",NYQ,Grocery Stores,USA
CUBI,"Customers Bancorp, Inc.",NYQ,Regional - Northeast Banks,USA
BW,"Babcock & Wilcox Enterprises, Inc.",NYQ,Industrial Electrical Equipment,USA
BLD,TopBuild Corp.,NYQ,General Building Materials,USA
BKFS,"Black Knight Financial Services, Inc.",NYQ,Business Software & Services,USA
BIOA,BioAmber Inc.,NYQ,Chemicals - Major Diversified,USA
BCH,Banco de Chile,NYQ,Foreign Regional Banks,USA
MSL,"MidSouth Bancorp, Inc.",NYQ,Regional - Southeast Banks,USA
CBPX,"Continental Building Products, Inc.",NYQ,General Building Materials,USA
BPY,Brookfield Property Partners L.P.,NYQ,Real Estate Development,USA
BNED,"Barnes & Noble Education, Inc.",NYQ,"Specialty Retail, Other",USA
BEP,Brookfield Renewable Partners L.P.,NYQ,Diversified Utilities,USA
BEL,Belmond Ltd.,NYQ,Lodging,USA
CO,China Cord Blood Corporation,NYQ,Medical Laboratories & Research,USA
MFCB,MFC Bancorp Ltd.,NYQ,Industrial Metals & Minerals,USA
PBR-A,Petróleo Brasileiro S.A. - Petrobras,NYQ,Oil & Gas Drilling & Exploration,USA
F,Ford Motor Company,NYQ,Auto Manufacturers - Major,USA
GE,General Electric Company,NYQ,Diversified Machinery,USA
XON,Intrexon Corporation,NYQ,Biotechnology,USA
XOM,Exxon Mobil Corporation,NYQ,Major Integrated Oil & Gas,USA
VZ,Verizon Communications Inc.,NYQ,Telecom Services - Domestic,USA
C,Citigroup Inc.,NYQ,Money Center Banks,USA
DIS,The Walt Disney Company,NYQ,Entertainment - Diversified,USA
KO,The Coca-Cola Company,NYQ,Beverages - Soft Drinks,USA
JPM,JPMorgan Chase & Co.,NYQ,Money Center Banks,USA
PG,The Procter & Gamble Company,NYQ,Personal Products,USA
WFC,Wells Fargo & Company,NYQ,Money Center Banks,USA
GM,General Motors Company,NYQ,Auto Manufacturers - Major,USA
MCD,McDonald's Corporation,NYQ,Restaurants,USA
S,Sprint Corporation,NYQ,Wireless Communications,USA
CAT,Caterpillar Inc.,NYQ,Farm & Construction Machinery,USA
TGT,Target Corporation,NYQ,"Discount, Variety Stores",USA
CVX,Chevron Corporation,NYQ,Major Integrated Oil & Gas,USA
